question,choice_A,choice_B,choice_C,choice_D,correct_answer,topic,split,answer,logprobs,justifications,method
"This question refers to the following information.
Meng Yizi asked about the treatment of parents. The Master said, ""Never disobey!"" When Fan Chi was driving his carriage for him, [he asked], ""In what sense did you mean this?"" The Master said, ""While they are alive, serve them according to proper ritual. When they die, bury them according to proper ritual, and sacrifice to them according to proper ritual.""
Confucius, The Analects, Book 2, Chapter 5
In China and the regions it influenced, Confucian teachings like the one above were used politically for which of the following purposes?",To motivate charitable works,To justify war against neighboring states,To achieve gender equality,To reinforce social hierarchy,D,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9f68012540> JSON: {
  "" D"": -12.189474,
  ""B"": -19.517508,
  ""C"": -18.617035,
  ""D"": -5.3162735e-06,
  ""d"": -15.239767
}]","Confucius' teachings, as seen in the passage, were used to reinforce social hierarchy in China and the regions it influenced. The passage states that one should serve their parents according to proper ritual while they are alive, bury them according to proper ritual, and sacrifice to them according to proper ritual. This reinforces the idea of filial piety, which is a cornerstone of Confucianism and is used to reinforce the social hierarchy. The other choices are not related to the passage.",baseline
"This question refers to the following information.
An Act to place certain restrictions on Immigration and to provide for the removal from the Commonwealth of Prohibited Immigrants.
…
3. The immigration into the Commonwealth of the persons described in any of the following paragraphs in this section (hereinafter called ""prohibited immigrants"") is prohibited, namely
(a) Any person who when asked to do so by an officer fails to write out at dictation and sign in the presence of the officer a passage of fifty words in length in a European language directed by the officer;
(b) Any person in the opinion of the Minister or of an officer to become a charge upon the public or upon any public or charitable organisation;
…
(g) Any persons under a contract or agreement to perform manual labour within the Commonwealth: Provided that this paragraph shall not apply to workmen exempted by the Minister for special skill required by Australia…
Immigration Restriction Act of 1901 (Australia)
Whereas in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities within the territory thereof;
Therefore,
Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That from and after the expiration of ninety days next after the passage of this act, the coming of Chinese laborers to the United States be suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or having so come after the expiration of said ninety days to remain within the United States.
SEC. 2. That the master of every vessel who shall knowingly bring within the United States on such vessel, and land or permit to be landed, any Chinese laborer, from any foreign port or place, shall be deemed guilty of a misdemeanor, and on conviction thereof shall be punished by a fine of not more than five hundred dollars for each and every such Chinese laborer so brought, and may be also imprisoned for a term not exceeding one year….
Chinese Exclusion Act of 1882 (United States)
The first passage can be regarded as the cornerstone of which of the following official initiatives?",The White Australia Policy,The Commonwealth Literacy Crusade,The Australian Economic Diversification Program,The Australian Migrant Exclusion Campaign,A,high_school_world_history,val,A,"[<OpenAIObject at 0x7f9fa096a360> JSON: {
  "" A"": -11.564678,
  "" D"": -14.449645,
  ""A"": -0.01658446,
  ""B"": -15.749272,
  ""D"": -4.108202
}]","The first passage is the Immigration Restriction Act of 1901 (Australia), which is the cornerstone of the White Australia Policy. This policy was an official initiative to restrict non-white immigration to Australia. The second passage is the Chinese Exclusion Act of 1882 (United States), which was an official initiative to restrict Chinese immigration to the United States.",baseline
"This question refers to the following information.
Meng Yizi asked about the treatment of parents. The Master said, ""Never disobey!"" When Fan Chi was driving his carriage for him, [he asked], ""In what sense did you mean this?"" The Master said, ""While they are alive, serve them according to proper ritual. When they die, bury them according to proper ritual, and sacrifice to them according to proper ritual.""
Confucius, The Analects, Book 2, Chapter 5
Which of the following ideals does the passage above exemplify?",Filial piety,Forgiveness of wrongdoings,Respect for honesty and moderation,Monotheistic worship,A,high_school_world_history,val,A,"[<OpenAIObject at 0x7f9fa09601d0> JSON: {
  "" A"": -12.425676,
  ""A"": -4.361666e-06,
  ""B"": -21.278421,
  ""Option"": -21.470139,
  ""a"": -15.015848
}]","The passage above is an example of the Confucian ideal of filial piety, which is the respect and obedience that children owe to their parents. The Master's advice to Meng Yizi is to serve, bury, and sacrifice to his parents according to proper ritual while they are alive and after they have died. This is an example of the Confucian ideal of filial piety.",baseline
"This question refers to the following information.
Know the self to be sitting in the chariot, the body to be the chariot, the intellect the charioteer, and the mind the reins. He who has understanding, who is mindful and always pure, indeed reaches that place from whence he is not born again.
from the Upanishads, India, circa 600s–400s B.C.E.
The excerpt above best reflects which of the following religious propositions?",Hindus should give up their faith in favor of Buddhism.,"Individual responsibility, not priestly authority, brings about spiritual evolution.",One lifetime is enough to extinguish one's soul after death.,One's status in the Hindu caste system cannot be altered.,B,high_school_world_history,val,B,"[<OpenAIObject at 0x7f9fa0940ef0> JSON: {
  "" B"": -12.196329,
  ""A"": -18.948011,
  ""B"": -5.4364154e-06,
  ""C"": -18.01377,
  ""b"": -14.6377325
}]","The excerpt from the Upanishads is a Hindu religious text that emphasizes individual responsibility for spiritual evolution. It states that one can reach a place from which they will not be born again by understanding, being mindful, and being pure. This is in contrast to the other choices, which are not supported by the text. Therefore, the correct answer is (B).",baseline
"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the second letter best reflects which of the following developments in early modern Europe?",The acquisition of African slaves for cash crop cultivation in the New World,The centrality of commercial activity in motivating European expansion,The desire to explore beyond traditional European waters,The establishment of Jesuit missions in distant regions of the world,B,high_school_world_history,val,A,"[<OpenAIObject at 0x7f9fa096a130> JSON: {
  "" A"": -13.14808,
  ""A"": -5.312365e-05,
  ""B"": -9.885568,
  ""D"": -18.60368,
  ""a"": -14.804897
}]","The second letter from King Manuel of Portugal to his envoy in Kongo reflects the development of the acquisition of African slaves for cash crop cultivation in the New World. The letter instructs the envoy to fill the ships with slaves, copper, or ivory, indicating the desire to acquire African slaves for labor in the New World. The other choices do not accurately reflect the tone of the letter.",baseline
"This question refers to the following information.
That day the Reverend Xuanzang was chosen from among all the monks. He had been a monk from infancy, and ever since birth he had eaten vegetarian food and observed the prohibitions. His maternal grandfather was an imperial commander, Yin Kaishan. His father Chen Guangrui had come top in the Palace Examination and had been appointed a grand secretary in the Imperial Library. Xuanzang, however, had no interest in honour and glory, and his only joy was to cultivate Nirvana. His virtue was great; of the thousand sutras and ten thousand holy books there was not a single one that he did not know.
…
He looked to the West and prayed, ""I am the believer Chen Xuanzang sent on imperial orders to fetch the scriptures. If I am fated to have a disciple, may I be able to unseal the golden words and release the divine Monkey King to come with me to the Vulture Peak. If I am not fated to have a disciple, and this monkey is an evil monster who has deceived me and will do me no good, then may I be unable to remove the seal."" When he had prayed he bowed again.
From Wu Chengen, Journey to the West, ca. 1590s
The journeys undertaken by Xuanzang in the 600s C.E. are most fruitfully understood",in the context of widespread missionary efforts during the time period in question.,as an example of the role played by interregional travelers in promoting understanding between cultures.,in light of the interconnections between religious syncretism and interregional trade.,as an instance of deep-seated hostility between Buddhists living in different parts of Asia.,B,high_school_world_history,val,B,"[<OpenAIObject at 0x7f9f68023900> JSON: {
  "" B"": -10.837303,
  ""A"": -14.871612,
  ""B"": -2.045765e-05,
  ""C"": -16.931692,
  ""b"": -14.637171
}]","The correct answer is (B) as an example of the role played by interregional travelers in promoting understanding between cultures. Xuanzang's journey to the West is an example of how interregional travelers can promote understanding between cultures. He was sent on imperial orders to fetch the scriptures, and his travels helped to spread Buddhist teachings and promote understanding between cultures.",baseline
"This question refers to the following information.
Questions to the passage below, an account given to a French officer in Algeria in the 1830s by a member of an Arab slave trade caravan.
The Slave Trade
All of you [soldiers], are summoned . . . to hunt the idolatrous Koholanes [a pejorative word for ""black Africans""]. . . . The soldiery divided themselves into two companies . . . with orders to attack places without defenses and to carry off the inhabitants as well as seizing all peasants busy cultivating their fields. . . . Whilst waiting for the return of the companies despatched to hunt Negroes, we went every day to the slave market where we bought at the following prices:
A Negro with beard………………10 or 15,000 cowries.
They are not considered as merchandise since one has little chance of preventing them from escaping.
An adult Negress………………..10 or 15,000 cowries for the same reasons
An adolescent Negro………………….30,000 cowries
A young Negress ……………………50–60,000 cowries
The price varies according to whether she is more or less beautiful.
A male Negro child……………………..45,000 cowries
A female Negro child ……………………….35–40,000 cowries
Finally, our caravan which had set out from Algeria with sixty-four camels and only sixteen persons, was now augmented by four hundred slaves, of whom three hundred were women. . . . It was at this point that suddenly a confused noise of cries and sobs passed from one group of slaves to another and reached our own. . . . Some rolled on the ground, clung to bushes and absolutely refused to walk. . . . They could only be got up with mighty lashes of the whip and by rendering them completely bloody.
What is the most likely destination for the captured slaves in the excerpt?",Elites' homes or harems in the Middle East,Sugar plantations in Brazil,Cotton plantations in North America,Slave armies of the Mughal Empire,A,high_school_world_history,val,A,"[<OpenAIObject at 0x7f9f68023220> JSON: {
  "" A"": -12.203274,
  ""A"": -5.3162735e-06,
  ""B"": -15.739473,
  ""D"": -20.093647,
  ""a"": -15.295119
}]","The excerpt is an account of a slave trade caravan in Algeria in the 1830s. The slaves were being bought at various prices and the caravan was augmented by four hundred slaves, of whom three hundred were women. The most likely destination for the captured slaves in the excerpt is elites' homes or harems in the Middle East.",baseline
"This question refers to the following information.
An Act to place certain restrictions on Immigration and to provide for the removal from the Commonwealth of Prohibited Immigrants.
…
3. The immigration into the Commonwealth of the persons described in any of the following paragraphs in this section (hereinafter called ""prohibited immigrants"") is prohibited, namely
(a) Any person who when asked to do so by an officer fails to write out at dictation and sign in the presence of the officer a passage of fifty words in length in a European language directed by the officer;
(b) Any person in the opinion of the Minister or of an officer to become a charge upon the public or upon any public or charitable organisation;
…
(g) Any persons under a contract or agreement to perform manual labour within the Commonwealth: Provided that this paragraph shall not apply to workmen exempted by the Minister for special skill required by Australia…
Immigration Restriction Act of 1901 (Australia)
Whereas in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities within the territory thereof;
Therefore,
Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That from and after the expiration of ninety days next after the passage of this act, the coming of Chinese laborers to the United States be suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or having so come after the expiration of said ninety days to remain within the United States.
SEC. 2. That the master of every vessel who shall knowingly bring within the United States on such vessel, and land or permit to be landed, any Chinese laborer, from any foreign port or place, shall be deemed guilty of a misdemeanor, and on conviction thereof shall be punished by a fine of not more than five hundred dollars for each and every such Chinese laborer so brought, and may be also imprisoned for a term not exceeding one year….
Chinese Exclusion Act of 1882 (United States)
What broad trend from the 1800s formed the background for the enactment of the laws described in both passages?",The growing appeal of Christianity among Indian and Chinese populations,European and American colonial domination of India and China,The Pacific-wide migration of Indian and Chinese indentured laborers,Gradual industrialization of the Indian and Chinese economies,C,high_school_world_history,val,C,"[<OpenAIObject at 0x7f9f68023950> JSON: {
  "" C"": -10.73207,
  "" D"": -13.664059,
  ""B"": -6.401189,
  ""C"": -0.011544411,
  ""D"": -4.6259604
}]","The Chinese Exclusion Act of 1882 and the Immigration Restriction Act of 1901 both reflect a broad trend from the 1800s of Pacific-wide migration of Indian and Chinese indentured laborers. The Chinese Exclusion Act was enacted in the United States in response to the influx of Chinese laborers, while the Immigration Restriction Act of 1901 was enacted in Australia to place restrictions on immigration and to provide for the removal of prohibited immigrants.",baseline
"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
The source best illustrates which of the following aspects of religions in the period circa 600 B.C.E.–600 C.E.?",Some empires imposed uniformity of belief systems across their domains.,Some empires advocated syncretism in belief systems across their domains.,Some empires were predominantly areligious.,Some empires justified their existence to divine will.,A,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9f68023400> JSON: {
  "" D"": -11.889165,
  ""A"": -13.378527,
  ""B"": -13.750933,
  ""D"": -9.846204e-06,
  ""d"": -14.896992
}]","The source best illustrates the aspect of religions in the period circa 600 B.C.E.–600 C.E. that some empires justified their existence to divine will. This is evidenced by the fact that the inscription of Kerdir at Naqsh-e-Rustam mentions how the kings of the Persian Empire conferred honors and authority on Kerdir and gave him a higher rank and dignity, and how they gave him authority and power for divine services of every sort. This indicates that the kings of the Persian Empire believed that their authority was derived from divine will.",baseline
"This question refers to the following information.
I have, in conformity without resolve, put together some few points concerning the reformation of the Christian estate, with the intent of placing the same before the Christian nobility of the German nation. . . . It is not out of mere arrogance and perversity that I, an individual poor man, have taken upon me to address your lordships. The distress and misery that oppress all the Christian estates, more especially in Germany, have led not only myself, but every one else, to cry aloud and to ask for help. . . . These Romanists have, with great adroitness, drawn three walls around themselves, with which they have hitherto protected themselves, so that no one could reform them, whereby all Christendom has fallen terribly. . . . That the Temporal Power Has no Jurisdiction over the Spirituality . . . That No One May Interpret the Scriptures but the Pope . . . That No One May Call a Council but the Pope. . . . Let us now consider the matters which should be treated in the councils, and with which popes, cardinals, bishops, and all learned men should occupy themselves day and night. . . . It is a distressing and terrible thing to see that the head of Christendom, who boasts of being the vicar of Christ and the successor of St. Peter, lives in a worldly pomp that no king or emperor can equal. What is the use in Christendom of the people called ""cardinals""? I will tell you. In Italy and Germany there are many rich convents, endowments, fiefs, and benefices, and as the best way of getting these into the hands of Rome, they created cardinals, and gave them the sees, convents, and prelacies, and thus destroyed the service of God.
—Martin Luther, Address to the Christian Nobility of the German Nation
In response to the criticisms raised by Martin Luther and other Protestant reformers, the Roman Catholic Church made which of the following moves at the Council of Trent?",It accepted the doctrine of predestination.,It rejected saints as intermediaries.,It accepted scriptures in the vernacular.,It rejected salvation based on faith alone.,D,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9fa096a1d0> JSON: {
  "" D"": -9.567863,
  ""B"": -16.385,
  ""C"": -8.278326,
  ""D"": -0.00032514942,
  ""d"": -13.737056
}]","The Council of Trent was a response to the Protestant Reformation and the criticisms raised by Martin Luther and other Protestant reformers. At the Council of Trent, the Roman Catholic Church rejected the doctrine of salvation based on faith alone and instead affirmed the necessity of good works for salvation.",baseline
"This question refers to the following information.
Source 1:
""You may well ask: ""Why direct action? Why sit-ins, marches and so forth? Isn't negotiation a better path?"" You are quite right in calling, for negotiation. Indeed, this is the very purpose of direct action. Nonviolent direct action seeks to create such a crisis and foster such a tension that a community which has constantly refused to negotiate is forced to confront the issue. It seeks so to dramatize the issue that it can no longer be ignored. My citing the creation of tension as part of the work of the nonviolent-resister may sound rather shocking. But I must confess that I am not afraid of the word ""tension."" I have earnestly opposed violent tension, but there is a type of constructive, nonviolent tension which is necessary for growth. Just as Socrates felt that it was necessary to create a tension in the mind so that individuals could rise from the bondage of myths and half-truths to the unfettered realm of creative analysis and objective appraisal, we must we see the need for nonviolent gadflies to create the kind of tension in society that will help men rise from the dark depths of prejudice and racism to the majestic heights of understanding and brotherhood.""
Martin Luther King, Jr., Letter from a Birmingham Jail, 1966
Source 2:
""We, men and women, who hereby constitute ourselves as the National Organization for Women, believe that the time has come for a new movement toward true equality for all women in America, and toward a fully equal partnership of the sexes, as part of the world-wide revolution of human rights now taking place within and beyond our national borders.
The purpose of NOW is to take action to bring women into full participation in the mainstream of American society now, exercising all the privileges and responsibilities thereof in truly equal partnership with men.
We believe the time has come to move beyond the abstract argument, discussion and symposia over the status and special nature of women which has raged in America in recent years; the time has come to confront, with concrete action, the conditions that now prevent women from enjoying the equality of opportunity and freedom of which is their right, as individual Americans, and as human beings.""
National Organization for Women, Statement of Purpose, 1966
Source 3:
""The long-term goal of Gay Liberation, which inevitably brings us into conflict with the institutionalized sexism of this society, is to rid society of the gender-role system which is at the root of our oppression. This can only be achieved by eliminating the social pressures on men and women to conform to narrowly defined gender roles. It is particularly important that children and young people be encouraged to develop their own talents and interests and to express their own individuality rather than act out stereotyped parts alien to their nature.
As we cannot carry out this revolutionary change alone, and as the abolition of gender rotes is also a necessary condition of women's liberation, we will work to form a strategic alliance with the women's liberation movement, aiming to develop our ideas and our practice in close inter-relation. In order to build this alliance, the brothers in gay liberation will have to be prepared to sacrifice that degree of male chauvinism and male privilege that they still all possess.""
Gay Liberation Front, Manifesto, 1971
Source 2 suggests that which of the following was true about the women's movement in 1966?",It had succeeded in achieving all of its goals.,It was ready for more abstract discussions.,It was not a movement supported by men.,It had not achieved full equality for all segments of society.,D,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9fa09589f0> JSON: {
  "" D"": -12.651739,
  ""<|endoftext|>"": -20.720068,
  ""C"": -20.53022,
  ""D"": -3.2906587e-06,
  ""d"": -16.477262
}]","Source 2 states that the purpose of the National Organization for Women (NOW) was to take action to bring women into full participation in the mainstream of American society, exercising all the privileges and responsibilities thereof in truly equal partnership with men. This suggests that the women's movement in 1966 had not yet achieved full equality for all segments of society. Therefore, the correct answer is (D).",baseline
"This question refers to the following information.
This ruler of Syria made me spend many years as commander of his army,
Every land to which I turned
I overcame.
I destroyed its green fields and its wells,
I captured its cattle, I took captive its inhabitants, I deprived them of their provisions,
and I slew [many] people…by my sword, my bow, my marchings, and my good devices.
Thus my excellence was in his heart; he loved me and he knew my valor;
…he set me at the head of his sons, when he saw the success of my handiwork.
There came a champion of Syria
to defy me in my tent;
a bold man without equal, for he had vanquished all his rivals.
He said, ""Let Sanehat fight with me.""
He thought to overcome me; he designed to take my cattle, thus being counseled by his tribe.
The Tale of Sanehat, Egyptian poem written during the Middle Kingdom, ca.1800 B.C.E.
Which of the following best describes foreign policy followed by the Egyptian New Kingdom, which existed between 1550 and 1069 B.C.E.?",A gradual withdrawal from the Nubian lands in Sudan conquered during the Middle Kingdom,Peaceful coexistence with Libyan peoples who lived along the Mediterranean coast,War with the successor kingdoms of Alexander the Great's empire for hegemony of the Eastern Mediterranean,War with the Hittites over control of Syria and the Levant,D,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9f68026860> JSON: {
  "" D"": -10.147135,
  ""A"": -16.19042,
  ""C"": -16.135164,
  ""D"": -4.477904e-05,
  ""d"": -12.132684
}]","The Tale of Sanehat, an Egyptian poem written during the Middle Kingdom, ca.1800 B.C.E., describes a ruler of Syria who made Sanehat spend many years as commander of his army. The poem also describes a champion of Syria who came to defy Sanehat in his tent and thought to take his cattle. This suggests that the foreign policy of the Egyptian New Kingdom, which existed between 1550 and 1069 B.C.E., was one of war with the Hittites over control of Syria and the Levant. Therefore, the correct answer is (D).",baseline
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]….The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a year….
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubines….And they oblige the Indians to accept corn or meat or chicha [corn beer]…at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing him….Even the protector of the Indians is useless;…he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
Which of the following conclusions about the period 1450–1750 C.E. is most directly supported by the passage?",The population of the Americas declined.,Silver flows from the Americas went principally to Europe and Asia.,The religious traditions and social customs of the New World were dramatically altered by the arrival of Europeans.,Intermarriage between Spanish colonists and natives led to equality between the races.,A,high_school_world_history,val,C,"[<OpenAIObject at 0x7f9f68026c20> JSON: {
  "" C"": -12.529075,
  ""B"": -7.605215,
  ""C"": -0.0005018289,
  ""D"": -17.734394,
  ""c"": -15.005439
}]","The passage is describing the harsh treatment of the poor Indians in the quicksilver mines of Huancavelica and other mines in the Americas during the period 1450–1750 C.E. This treatment was a result of the arrival of Europeans in the New World, which dramatically altered the religious traditions and social customs of the native people. Therefore, the conclusion that is most directly supported by the passage is (C).",baseline
"This question refers to the following information.
""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to the Mogul was clearly in a position of dependence, and if he wished to establish a claim to sovereignty, the first step was to refuse, or omit to pay revenue. Such an omission might, however, arise from various other causes, and it is probable that in Rajputana, Central India, and Chota Nagpur there were numerous chiefs and tribes occupying what constitutional lawyers would regard as an anomalous position, sometimes paying the stipulated revenue, sometimes in open rebellion, and sometimes enjoying practical independence because the Mogul authorities found it inconvenient to undertake active measures of coercion.""
W.H. Moreland, India at the Death of Akbar, 1920
The changes experienced by the zamindars under the Mughal throne are most similar to those faced by",feudal lords under the Holy Roman Empire,Russian peasants under the Romanovs,Qing warriors under the Manchu Dynasty,the daimyo under Emperor Tokugawa,D,high_school_world_history,val,A,"[<OpenAIObject at 0x7f9f680262c0> JSON: {
  "" A"": -10.002638,
  ""A"": -0.039559416,
  ""B"": -8.347011,
  ""C"": -9.475729,
  ""D"": -3.2590704
}]",The changes experienced by the zamindars under the Mughal throne are most similar to those faced by feudal lords under the Holy Roman Empire. Both groups of people were in a position of dependence and had to pay revenue to their respective rulers. They also had to sometimes refuse or omit to pay revenue in order to establish a claim to sovereignty.,baseline
"This question refers to the following information.
""Indeed, as both the fatwas of distinguished [scholars] who base their opinion on reason and tradition alike and the consensus of the Sunni community agree that the ancient obligation of extirpation, extermination, and expulsion of evil innovation must be the aim of our exalted aspiration, for ""Religious zeal is a victory for the Faith of God the Beneficent""; then, in accordance with the words of the Prophet (Peace upon him!) ""Whosoever introduces evil innovation into our order must be expelled"" and ""Whosoever does aught against our order must be expelled,"" action has become necessary and exigent…""
Letter from Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514
The empire founded by Ismail I can be best characterized by which religious tradition?",Sufi,Sikh,Sunni,Shi’a,D,high_school_world_history,val,D,"[<OpenAIObject at 0x7f9f68026950> JSON: {
  "" D"": -13.099266,
  ""B"": -16.395412,
  ""C"": -12.046488,
  ""D"": -7.937927e-06,
  ""d"": -16.671185
}]","The letter from Ottoman Sultan Selim I to Safavid Shah Ismail I, 1514, mentions the ""consensus of the Sunni community"" and the words of the Prophet (Peace upon him!) which suggests that Ismail I was part of a different religious tradition. Ismail I founded the Safavid Empire, which was based on the Shi’a tradition of Islam. Therefore, the correct answer is (D) Shi’a.",baseline
"This question refers to the following information.
He contains all works and desires and all perfumes and all tastes. He enfolds the whole universe and in silence is loving to all. This is the Spirit that is in my heart, this is Brahman. To him I shall come when I go beyond this life, and to him will come he who has faith and doubts not.
—The Upanishads, India, c. 1000 BCE
To which religion does the speaker most likely belong?",Hinduism,Buddhism,Shintoism,Zoroastrianism,A,high_school_world_history,dev,A,"[<OpenAIObject at 0x7f9f680269f0> JSON: {
  "" A"": -13.822527,
  ""<|endoftext|>"": -21.780836,
  ""A"": -1.2622395e-06,
  ""Answer"": -21.778215,
  ""a"": -14.89689
}]","The speaker is referencing Brahman, which is a concept in Hinduism. Therefore, the speaker most likely belongs to Hinduism.",baseline
"This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investments…The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following provides the best context for Nkrumah's writings?",The Industrial Revolution,Decolonization,Regional Free Trade Associations,Autarky,B,high_school_world_history,dev,B,"[<OpenAIObject at 0x7f9f68026810> JSON: {
  "" B"": -12.016494,
  ""A"": -17.84563,
  ""B"": -6.9861335e-06,
  ""D"": -14.014726,
  ""b"": -15.806663
}]","Kwame Nkrumah's writings provide context for decolonization, which is the process of ending the political and economic control of a colonizing power over a colony. Nkrumah's writings focus on the struggle against neo-colonialism, which is the economic and political control of a former colony by a foreign power, and the importance of non-alignment, which is the policy of not taking sides in a political conflict. Therefore, the best context for Nkrumah's writings is decolonization.",baseline
"This question refers to the following information.
""The real grievance of the worker is the insecurity of his existence; he is not sure that he will always have work, he is not sure that he will always be healthy, and he foresees that he will one day be old and unfit to work. If he falls into poverty, even if only through a prolonged illness, he is then completely helpless, exam_ins to his own devices, and society does not currently recognize any real obligation towards him beyond the usual help for the poor, even if he has been working all the time ever so faithfully and diligently. The usual help for the poor, however, leaves a lot to be desired, especially in large cities, where it is very much worse than in the country.""
Otto von Bismarck, 1884
Otto von Bismarck likely made this speech in reaction to which of the following issues?",Social acceptance of child labor,Declining life expectancy in Germany,Criticisms of German trade tariffs,Negative effects attributed to industrial capitalism,D,high_school_world_history,dev,D,"[<OpenAIObject at 0x7f9f68026ef0> JSON: {
  "" D"": -11.973361,
  ""A"": -17.920671,
  ""C"": -18.189306,
  ""D"": -6.8669196e-06,
  ""d"": -14.292489
}]","Otto von Bismarck's speech was in reaction to the negative effects attributed to industrial capitalism, which included the insecurity of workers' existence, poverty, and lack of social obligation towards them. The other choices are not related to the speech.",baseline
